id,publisher_id,title,url,format,last_modified,period
05bc8e9d-29d7-4467-8885-28588c605b3b,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A22%3A11.877Z/spendaugtemplate1.xml,XML,,
c726a77f-3df0-4d92-8a39-181d64e3a73d,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A22%3A45.111Z/spendseptemplate1.csv,CSV,,
0a166976-e065-4393-98e7-a6e0418edf92,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A23%3A15.295Z/spendseptemplate1.pdf,PDF,,
47bfeef2-e7ba-474a-9687-863052a26aed,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A23%3A43.567Z/spendseptemplate1.xml,XML,,
5e55e40b-9177-4ade-a2b2-a5bb5ff8dc37,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A24%3A12.160Z/spendocttemplate1.csv,CSV,,
15d1e87e-f971-4876-aaf1-a6c9ec294935,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A24%3A36.509Z/spendocttemplate1.pdf,PDF,,
ece8b71a-9f3a-4ea7-b686-1232d3738e63,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A24%3A59.426Z/spendocttemplate1.xml,XML,,
f0a35f1d-aa54-4ed5-bc4f-8718873f62ad,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A25%3A30.366Z/spendnovtemplate1.csv,CSV,,
34da325c-0b9a-46e4-a36c-7aa554829c86,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A25%3A54.978Z/spendnovtemplate1.pdf,PDF,,
cd0872bd-c426-4326-92c1-3280975de5e8,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A26%3A19.159Z/spendnovtemplate1.xml,XML,,
ce9e8e47-354a-475e-b129-fd4f8410930e,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A26%3A51.586Z/spenddectemplate1.csv,CSV,,
7ed8a1cd-9d2e-4680-8be6-cf7bbb85803a,leeds-city-council,Council spending / Expenditure over £500,http://www.leedsdatamill.org/storage/f/2014-05-19T08%3A27%3A18.376Z/spenddectemplate1.pdf,PDF,,
